0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label,evi
"(1.7130473996206773e-05, 36.910626347859704, 0.0515753428141276, 30717344, 305.6896343231201)","(0.0, 36.99808082580569, 0.05122566223144531, 30419548, 305.0605271657308)","(6.159932166337967e-05, 36.92640139261886, 0.05084037780761719, 28706772, 305.48102442423504)","(0.0007687012438631826, 37.006737645467126, 0.05065091451009115, 29348140, 305.62548828125)","(0.00016889819867337791, 36.6992012023926, 0.0502618153889974, 31788996, 305.5788968404134)","(1.736514191119092e-05, 36.38422609965011, 0.04984092712402344, 32436232, 305.4435920715332)","(0.0, 35.02167091369631, 0.04938952128092448, 32728504, 305.3652795155843)","(1.7130473996206773e-05, 34.83256746927901, 0.04898834228515625, 32936120, 304.557425181071)","(1.7130473996206773e-05, 35.115425364176474, 0.0486138661702474, 31472384, 304.73803265889484)","(6.771018271481921e-05, 34.409062957763695, 0.04827880859375, 32098680, 304.4650452931722)","(6.734805861011068e-05, 34.30907338460287, 0.0479437510172526, 32184384, 304.1687361399333)","(1.736514191119092e-05, 33.73611221313479, 0.04765001932779948, 32072040, 303.903018951416)","(3.330281584324553e-05, 34.86662826538088, 0.04735374450683594, 32267676, 303.5063412984212)","(1.736514191119092e-05, 35.11327832539877, 0.04695892333984375, 32211580, 304.4049530029297)","(0.0, 36.06407318115237, 0.04655329386393229, 31203176, 305.94599024454754)","(0.0, 38.26222190856936, 0.04611333211263021, 30580384, 307.6295166015625)","(0.0006112999305073913, 39.439245478312216, 0.04558245340983073, 25012544, 309.3603509267171)","(0.022720763130486012, 40.45514958699545, 0.04552014668782552, 27038160, 309.96952565511066)","(0.019507155848289534, 40.38646087646487, 0.05571810404459635, 28337380, 307.5027910868327)","(0.009226991720492095, 39.6366903940837, 0.05620002746582031, 29400380, 306.91297340393066)","(0.015475626910472915, 39.37410761515304, 0.05670293172200521, 28494532, 306.61264101664227)","(0.005766400495911643, 38.54490877787276, 0.057636260986328125, 29165568, 306.68580627441406)","(0.03428477445314614, 37.43923912048342, 0.061777750651041664, 24035964, 305.5048885345459)","(0.01621798673868069, 37.85266456604006, 0.06597963968912761, 26713052, 305.4066626230876)","(0.08539813158879964, 38.18211898803713, 0.07037544250488281, 26102268, 305.83154296875)",0,[0.1723]
"(0.00016889819867337791, 36.6992012023926, 0.0502618153889974, 31788996, 305.5788968404134)","(1.736514191119092e-05, 36.38422609965011, 0.04984092712402344, 32436232, 305.4435920715332)","(0.0, 35.02167091369631, 0.04938952128092448, 32728504, 305.3652795155843)","(1.7130473996206773e-05, 34.83256746927901, 0.04898834228515625, 32936120, 304.557425181071)","(1.7130473996206773e-05, 35.115425364176474, 0.0486138661702474, 31472384, 304.73803265889484)","(6.771018271481921e-05, 34.409062957763695, 0.04827880859375, 32098680, 304.4650452931722)","(6.734805861011068e-05, 34.30907338460287, 0.0479437510172526, 32184384, 304.1687361399333)","(1.736514191119092e-05, 33.73611221313479, 0.04765001932779948, 32072040, 303.903018951416)","(3.330281584324553e-05, 34.86662826538088, 0.04735374450683594, 32267676, 303.5063412984212)","(1.736514191119092e-05, 35.11327832539877, 0.04695892333984375, 32211580, 304.4049530029297)","(0.0, 36.06407318115237, 0.04655329386393229, 31203176, 305.94599024454754)","(0.0, 38.26222190856936, 0.04611333211263021, 30580384, 307.6295166015625)","(0.0006112999305073913, 39.439245478312216, 0.04558245340983073, 25012544, 309.3603509267171)","(0.022720763130486012, 40.45514958699545, 0.04552014668782552, 27038160, 309.96952565511066)","(0.019507155848289534, 40.38646087646487, 0.05571810404459635, 28337380, 307.5027910868327)","(0.009226991720492095, 39.6366903940837, 0.05620002746582031, 29400380, 306.91297340393066)","(0.015475626910472915, 39.37410761515304, 0.05670293172200521, 28494532, 306.61264101664227)","(0.005766400495911643, 38.54490877787276, 0.057636260986328125, 29165568, 306.68580627441406)","(0.03428477445314614, 37.43923912048342, 0.061777750651041664, 24035964, 305.5048885345459)","(0.01621798673868069, 37.85266456604006, 0.06597963968912761, 26713052, 305.4066626230876)","(0.08539813158879964, 38.18211898803713, 0.07037544250488281, 26102268, 305.83154296875)","(0.08769467162861924, 37.37027511596682, 0.0839525858561198, 26205220, 305.83417892456055)","(0.01834363722692624, 36.62377700805666, 0.08244387308756511, 26262948, 304.7419319152832)","(0.2387761012412558, 34.866393661499046, 0.09461593627929688, 22900484, 302.76524035135907)","(0.39304962851882846, 30.047291056315146, 0.15856043497721353, 18668172, 299.6189314524333)",0,[0.1723]
"(0.03428477445314614, 37.43923912048342, 0.061777750651041664, 24035964, 305.5048885345459)","(0.01621798673868069, 37.85266456604006, 0.06597963968912761, 26713052, 305.4066626230876)","(0.08539813158879964, 38.18211898803713, 0.07037544250488281, 26102268, 305.83154296875)","(0.08769467162861924, 37.37027511596682, 0.0839525858561198, 26205220, 305.83417892456055)","(0.01834363722692624, 36.62377700805666, 0.08244387308756511, 26262948, 304.7419319152832)","(0.2387761012412558, 34.866393661499046, 0.09461593627929688, 22900484, 302.76524035135907)","(0.39304962851882846, 30.047291056315146, 0.15856043497721353, 18668172, 299.6189314524333)","(0.048208215793967245, 29.82677294413253, 0.2172870635986328, 23771908, 300.0447457631429)","(0.018021839503498473, 30.784049606323265, 0.17574691772460938, 25126948, 301.5251229604085)","(0.03892349670450179, 32.75474446614584, 0.13182894388834634, 26581788, 303.7138500213623)","(0.006505043142966725, 33.69943707784017, 0.10784721374511719, 27873108, 303.7857036590576)","(0.2180447028703938, 33.216958618164085, 0.10167694091796875, 18951020, 302.46359634399414)","(0.001413147102293044, 31.4826484680176, 0.13384246826171875, 26404522, 301.2869733174642)","(0.008280122151970864, 33.74762687683108, 0.09874280293782552, 25649198, 302.5342960357666)","(0.1413341591797632, 32.76325569152834, 0.08826001485188802, 17185324, 301.780569712321)","(0.29424881304204464, 29.45206731160482, 0.14086532592773438, 20857568, 298.92859077453613)","(1.0672592872560025, 28.025656636555993, 0.334133783976237, 20825024, 297.8380997975667)","(0.1294958539813757, 27.657430267334007, 0.3349151611328125, 25118014, 298.25636291503906)","(0.019210775116086008, 28.485922114054404, 0.2827351888020833, 27374130, 300.19952901204425)","(0.2176086970090866, 27.618201192220056, 0.26025835673014325, 18587304, 300.18611272176105)","(0.22409575090627162, 28.296542739868187, 0.2945594787597656, 20962004, 299.6280104319255)","(0.026093003324414298, 29.26920407613119, 0.25959142049153644, 22778818, 300.7910041809082)","(0.20358165147602558, 29.510092035929404, 0.2382361094156901, 23596936, 301.27793884277344)","(0.0025613584607839584, 29.606689707438193, 0.22127342224121094, 26866860, 302.1171347300212)","(3.379162782796286e-05, 29.251016871134482, 0.16234270731608072, 28475972, 302.6180731455485)",0,"[0.17270000000000002, 0.1967]"
"(0.048208215793967245, 29.82677294413253, 0.2172870635986328, 23771908, 300.0447457631429)","(0.018021839503498473, 30.784049606323265, 0.17574691772460938, 25126948, 301.5251229604085)","(0.03892349670450179, 32.75474446614584, 0.13182894388834634, 26581788, 303.7138500213623)","(0.006505043142966725, 33.69943707784017, 0.10784721374511719, 27873108, 303.7857036590576)","(0.2180447028703938, 33.216958618164085, 0.10167694091796875, 18951020, 302.46359634399414)","(0.001413147102293044, 31.4826484680176, 0.13384246826171875, 26404522, 301.2869733174642)","(0.008280122151970864, 33.74762687683108, 0.09874280293782552, 25649198, 302.5342960357666)","(0.1413341591797632, 32.76325569152834, 0.08826001485188802, 17185324, 301.780569712321)","(0.29424881304204464, 29.45206731160482, 0.14086532592773438, 20857568, 298.92859077453613)","(1.0672592872560025, 28.025656636555993, 0.334133783976237, 20825024, 297.8380997975667)","(0.1294958539813757, 27.657430267334007, 0.3349151611328125, 25118014, 298.25636291503906)","(0.019210775116086008, 28.485922114054404, 0.2827351888020833, 27374130, 300.19952901204425)","(0.2176086970090866, 27.618201192220056, 0.26025835673014325, 18587304, 300.18611272176105)","(0.22409575090627162, 28.296542739868187, 0.2945594787597656, 20962004, 299.6280104319255)","(0.026093003324414298, 29.26920407613119, 0.25959142049153644, 22778818, 300.7910041809082)","(0.20358165147602558, 29.510092035929404, 0.2382361094156901, 23596936, 301.27793884277344)","(0.0025613584607839584, 29.606689707438193, 0.22127342224121094, 26866860, 302.1171347300212)","(3.379162782796286e-05, 29.251016871134482, 0.16234270731608072, 28475972, 302.6180731455485)","(1.7130473996206773e-05, 31.269693628946982, 0.119354248046875, 27223584, 304.166301091512)","(0.0, 34.12006022135421, 0.09510358174641927, 25350084, 305.55855560302734)","(0.012306717322300488, 36.08367563883468, 0.08436393737792969, 21550486, 306.1960531870524)","(0.08137857051938772, 35.349996821085654, 0.08220354715983073, 23583252, 303.5587685902913)","(0.07350383056998253, 32.78673578898116, 0.11719322204589844, 26277116, 302.56363105773926)","(0.02821718260347843, 34.245910263061546, 0.09485689798990886, 25418744, 304.06572977701825)","(0.003481386964204046, 33.644340133667015, 0.08385594685872395, 23138758, 303.80684089660645)",0,"[0.17270000000000002, 0.1967]"
"(0.1413341591797632, 32.76325569152834, 0.08826001485188802, 17185324, 301.780569712321)","(0.29424881304204464, 29.45206731160482, 0.14086532592773438, 20857568, 298.92859077453613)","(1.0672592872560025, 28.025656636555993, 0.334133783976237, 20825024, 297.8380997975667)","(0.1294958539813757, 27.657430267334007, 0.3349151611328125, 25118014, 298.25636291503906)","(0.019210775116086008, 28.485922114054404, 0.2827351888020833, 27374130, 300.19952901204425)","(0.2176086970090866, 27.618201192220056, 0.26025835673014325, 18587304, 300.18611272176105)","(0.22409575090627162, 28.296542739868187, 0.2945594787597656, 20962004, 299.6280104319255)","(0.026093003324414298, 29.26920407613119, 0.25959142049153644, 22778818, 300.7910041809082)","(0.20358165147602558, 29.510092035929404, 0.2382361094156901, 23596936, 301.27793884277344)","(0.0025613584607839584, 29.606689707438193, 0.22127342224121094, 26866860, 302.1171347300212)","(3.379162782796286e-05, 29.251016871134482, 0.16234270731608072, 28475972, 302.6180731455485)","(1.7130473996206773e-05, 31.269693628946982, 0.119354248046875, 27223584, 304.166301091512)","(0.0, 34.12006022135421, 0.09510358174641927, 25350084, 305.55855560302734)","(0.012306717322300488, 36.08367563883468, 0.08436393737792969, 21550486, 306.1960531870524)","(0.08137857051938772, 35.349996821085654, 0.08220354715983073, 23583252, 303.5587685902913)","(0.07350383056998253, 32.78673578898116, 0.11719322204589844, 26277116, 302.56363105773926)","(0.02821718260347843, 34.245910263061546, 0.09485689798990886, 25418744, 304.06572977701825)","(0.003481386964204046, 33.644340133667015, 0.08385594685872395, 23138758, 303.80684089660645)","(0.005015188412687229, 31.797153727213583, 0.07675933837890625, 19804446, 300.7719446818034)","(0.0007619542329974138, 31.471037801106775, 0.07331911722819011, 27021104, 299.6313311258952)","(5.097357787576016e-05, 33.7228663126628, 0.06894620259602864, 28473998, 303.4428227742513)","(7.039922475814819e-06, 34.10249481201174, 0.06594276428222656, 25868068, 304.84682846069336)","(0.00382830984215228, 34.17920074462893, 0.06471697489420573, 25922258, 303.80276679992676)","(0.003131005521118641, 35.281950887044275, 0.06280008951822917, 24184908, 304.1740487416585)","(4.0596884486853925e-05, 36.06886126200362, 0.06195195515950521, 24978206, 304.29625701904297)",0,[0.1967]
"(3.379162782796286e-05, 29.251016871134482, 0.16234270731608072, 28475972, 302.6180731455485)","(1.7130473996206773e-05, 31.269693628946982, 0.119354248046875, 27223584, 304.166301091512)","(0.0, 34.12006022135421, 0.09510358174641927, 25350084, 305.55855560302734)","(0.012306717322300488, 36.08367563883468, 0.08436393737792969, 21550486, 306.1960531870524)","(0.08137857051938772, 35.349996821085654, 0.08220354715983073, 23583252, 303.5587685902913)","(0.07350383056998253, 32.78673578898116, 0.11719322204589844, 26277116, 302.56363105773926)","(0.02821718260347843, 34.245910263061546, 0.09485689798990886, 25418744, 304.06572977701825)","(0.003481386964204046, 33.644340133667015, 0.08385594685872395, 23138758, 303.80684089660645)","(0.005015188412687229, 31.797153727213583, 0.07675933837890625, 19804446, 300.7719446818034)","(0.0007619542329974138, 31.471037801106775, 0.07331911722819011, 27021104, 299.6313311258952)","(5.097357787576016e-05, 33.7228663126628, 0.06894620259602864, 28473998, 303.4428227742513)","(7.039922475814819e-06, 34.10249481201174, 0.06594276428222656, 25868068, 304.84682846069336)","(0.00382830984215228, 34.17920074462893, 0.06471697489420573, 25922258, 303.80276679992676)","(0.003131005521118641, 35.281950887044275, 0.06280008951822917, 24184908, 304.1740487416585)","(4.0596884486853925e-05, 36.06886126200362, 0.06195195515950521, 24978206, 304.29625701904297)","(1.736514191119092e-05, 36.30703506469729, 0.06075350443522135, 27552358, 305.4662272135417)","(0.008792655389343202, 36.48761901855471, 0.060602823893229164, 24214428, 306.3781229654948)","(0.006646390805388495, 38.22588882446291, 0.06141471862792969, 24647774, 305.3980261484782)","(0.0025949154205570663, 38.2941941579183, 0.06072298685709635, 24503204, 305.86864217122394)","(0.010836904659117266, 38.755304590861044, 0.060779571533203125, 25290890, 306.6487382253011)","(0.007289957051719234, 37.98597361246749, 0.061070760091145836, 22303968, 306.41711044311523)","(0.02276886926740408, 36.57286160786947, 0.061923980712890625, 23474298, 305.8494160970052)","(0.03273798615336418, 36.93616892496749, 0.06525739034016927, 23017568, 305.6730721791585)","(0.21201791091759273, 33.34597549438479, 0.08015696207682292, 18688692, 301.7915554046631)","(0.018651120505324678, 31.455072657267294, 0.12545394897460938, 22813046, 301.469534556071)",0,[0.17]
"(0.003481386964204046, 33.644340133667015, 0.08385594685872395, 23138758, 303.80684089660645)","(0.005015188412687229, 31.797153727213583, 0.07675933837890625, 19804446, 300.7719446818034)","(0.0007619542329974138, 31.471037801106775, 0.07331911722819011, 27021104, 299.6313311258952)","(5.097357787576016e-05, 33.7228663126628, 0.06894620259602864, 28473998, 303.4428227742513)","(7.039922475814819e-06, 34.10249481201174, 0.06594276428222656, 25868068, 304.84682846069336)","(0.00382830984215228, 34.17920074462893, 0.06471697489420573, 25922258, 303.80276679992676)","(0.003131005521118641, 35.281950887044275, 0.06280008951822917, 24184908, 304.1740487416585)","(4.0596884486853925e-05, 36.06886126200362, 0.06195195515950521, 24978206, 304.29625701904297)","(1.736514191119092e-05, 36.30703506469729, 0.06075350443522135, 27552358, 305.4662272135417)","(0.008792655389343202, 36.48761901855471, 0.060602823893229164, 24214428, 306.3781229654948)","(0.006646390805388495, 38.22588882446291, 0.06141471862792969, 24647774, 305.3980261484782)","(0.0025949154205570663, 38.2941941579183, 0.06072298685709635, 24503204, 305.86864217122394)","(0.010836904659117266, 38.755304590861044, 0.060779571533203125, 25290890, 306.6487382253011)","(0.007289957051719234, 37.98597361246749, 0.061070760091145836, 22303968, 306.41711044311523)","(0.02276886926740408, 36.57286160786947, 0.061923980712890625, 23474298, 305.8494160970052)","(0.03273798615336418, 36.93616892496749, 0.06525739034016927, 23017568, 305.6730721791585)","(0.21201791091759273, 33.34597549438479, 0.08015696207682292, 18688692, 301.7915554046631)","(0.018651120505324678, 31.455072657267294, 0.12545394897460938, 22813046, 301.469534556071)","(0.0002669440139232279, 32.524029032389365, 0.09805615743001302, 23246210, 302.2602252960205)","(0.03561919175460439, 32.49077059427901, 0.08450508117675781, 19204328, 301.6982707977295)","(0.08431128489077092, 31.510858154296898, 0.08742968241373698, 18213584, 300.4590943654378)","(0.07271171530111954, 32.406074778238974, 0.09685262044270833, 22258678, 300.9830379486084)","(0.03193555231913428, 32.230729039510095, 0.09618949890136719, 22284652, 302.89595222473145)","(0.0052339476964899725, 32.869528071085654, 0.07578659057617188, 18279788, 303.7391668955485)","(0.1407077518470569, 30.828758494059286, 0.07874425252278645, 14665548, 300.34912554423016)",1,"[0.17, 0.23870000000000002]"
"(0.0025949154205570663, 38.2941941579183, 0.06072298685709635, 24503204, 305.86864217122394)","(0.010836904659117266, 38.755304590861044, 0.060779571533203125, 25290890, 306.6487382253011)","(0.007289957051719234, 37.98597361246749, 0.061070760091145836, 22303968, 306.41711044311523)","(0.02276886926740408, 36.57286160786947, 0.061923980712890625, 23474298, 305.8494160970052)","(0.03273798615336418, 36.93616892496749, 0.06525739034016927, 23017568, 305.6730721791585)","(0.21201791091759273, 33.34597549438479, 0.08015696207682292, 18688692, 301.7915554046631)","(0.018651120505324678, 31.455072657267294, 0.12545394897460938, 22813046, 301.469534556071)","(0.0002669440139232279, 32.524029032389365, 0.09805615743001302, 23246210, 302.2602252960205)","(0.03561919175460439, 32.49077059427901, 0.08450508117675781, 19204328, 301.6982707977295)","(0.08431128489077092, 31.510858154296898, 0.08742968241373698, 18213584, 300.4590943654378)","(0.07271171530111954, 32.406074778238974, 0.09685262044270833, 22258678, 300.9830379486084)","(0.03193555231913428, 32.230729039510095, 0.09618949890136719, 22284652, 302.89595222473145)","(0.0052339476964899725, 32.869528071085654, 0.07578659057617188, 18279788, 303.7391668955485)","(0.1407077518470569, 30.828758494059286, 0.07874425252278645, 14665548, 300.34912554423016)","(0.17293839424101734, 29.39753684997561, 0.14067713419596353, 17774514, 299.77398745218915)","(0.016341783423911654, 30.53586095174154, 0.1297461191813151, 23255980, 300.9622001647949)","(0.001857600875942245, 31.96245600382491, 0.1002031962076823, 24245372, 302.6255130767822)","(0.032552601528167725, 34.48006973266604, 0.08059755961100261, 22518860, 304.15622266133624)","(0.06205831506715982, 33.98139533996584, 0.08718045552571614, 22035990, 303.6988360087077)","(0.00024309720438263298, 33.51318194071456, 0.0812060038248698, 21890888, 303.84349250793457)","(0.0008735370427314933, 33.99397557576498, 0.07046953837076823, 21448842, 305.37292734781903)","(0.01976340903043747, 34.633245086669945, 0.06739552815755208, 21138780, 304.92829577128094)","(0.011805363331735135, 32.41890487670901, 0.06962331136067708, 15476176, 302.077912012736)","(0.16512429228536077, 29.481276448567712, 0.08723704020182292, 17316756, 299.5994618733724)","(0.8004591319426839, 25.884749348958337, 0.19710350036621094, 9777990, 297.04385058085126)",1,[0.23870000000000002]
"(0.08431128489077092, 31.510858154296898, 0.08742968241373698, 18213584, 300.4590943654378)","(0.07271171530111954, 32.406074778238974, 0.09685262044270833, 22258678, 300.9830379486084)","(0.03193555231913428, 32.230729039510095, 0.09618949890136719, 22284652, 302.89595222473145)","(0.0052339476964899725, 32.869528071085654, 0.07578659057617188, 18279788, 303.7391668955485)","(0.1407077518470569, 30.828758494059286, 0.07874425252278645, 14665548, 300.34912554423016)","(0.17293839424101734, 29.39753684997561, 0.14067713419596353, 17774514, 299.77398745218915)","(0.016341783423911654, 30.53586095174154, 0.1297461191813151, 23255980, 300.9622001647949)","(0.001857600875942245, 31.96245600382491, 0.1002031962076823, 24245372, 302.6255130767822)","(0.032552601528167725, 34.48006973266604, 0.08059755961100261, 22518860, 304.15622266133624)","(0.06205831506715982, 33.98139533996584, 0.08718045552571614, 22035990, 303.6988360087077)","(0.00024309720438263298, 33.51318194071456, 0.0812060038248698, 21890888, 303.84349250793457)","(0.0008735370427314933, 33.99397557576498, 0.07046953837076823, 21448842, 305.37292734781903)","(0.01976340903043747, 34.633245086669945, 0.06739552815755208, 21138780, 304.92829577128094)","(0.011805363331735135, 32.41890487670901, 0.06962331136067708, 15476176, 302.077912012736)","(0.16512429228536077, 29.481276448567712, 0.08723704020182292, 17316756, 299.5994618733724)","(0.8004591319426839, 25.884749348958337, 0.19710350036621094, 9777990, 297.04385058085126)","(0.15550121875406767, 24.34340057373049, 0.32430458068847656, 18719812, 295.403382619222)","(0.0018848995934743868, 25.00020879109701, 0.2742017110188802, 23118812, 296.5496603647868)","(0.026598821754749178, 25.156503931681357, 0.22352091471354166, 21416874, 297.4357604980469)","(0.02324629334062007, 26.86522509257003, 0.19203948974609375, 20104004, 299.0239143371582)","(0.00012085200250148773, 27.90660184224447, 0.15915552775065103, 21151348, 300.2703965504964)","(5.021811346499341e-05, 28.34062220255538, 0.12268511454264323, 21452904, 301.2091808319092)","(0.0021725200720081775, 29.955595906575525, 0.09428660074869792, 20996910, 302.2179692586263)","(0.00034730284214019776, 31.917299524943076, 0.07786877950032552, 20222358, 302.88993136088055)","(3.355695977310802e-05, 33.31410624186202, 0.07111295064290364, 21550612, 304.5129286448161)",1,"[0.23870000000000002, 0.1844]"
"(0.001857600875942245, 31.96245600382491, 0.1002031962076823, 24245372, 302.6255130767822)","(0.032552601528167725, 34.48006973266604, 0.08059755961100261, 22518860, 304.15622266133624)","(0.06205831506715982, 33.98139533996584, 0.08718045552571614, 22035990, 303.6988360087077)","(0.00024309720438263298, 33.51318194071456, 0.0812060038248698, 21890888, 303.84349250793457)","(0.0008735370427314933, 33.99397557576498, 0.07046953837076823, 21448842, 305.37292734781903)","(0.01976340903043747, 34.633245086669945, 0.06739552815755208, 21138780, 304.92829577128094)","(0.011805363331735135, 32.41890487670901, 0.06962331136067708, 15476176, 302.077912012736)","(0.16512429228536077, 29.481276448567712, 0.08723704020182292, 17316756, 299.5994618733724)","(0.8004591319426839, 25.884749348958337, 0.19710350036621094, 9777990, 297.04385058085126)","(0.15550121875406767, 24.34340057373049, 0.32430458068847656, 18719812, 295.403382619222)","(0.0018848995934743868, 25.00020879109701, 0.2742017110188802, 23118812, 296.5496603647868)","(0.026598821754749178, 25.156503931681357, 0.22352091471354166, 21416874, 297.4357604980469)","(0.02324629334062007, 26.86522509257003, 0.19203948974609375, 20104004, 299.0239143371582)","(0.00012085200250148773, 27.90660184224447, 0.15915552775065103, 21151348, 300.2703965504964)","(5.021811346499341e-05, 28.34062220255538, 0.12268511454264323, 21452904, 301.2091808319092)","(0.0021725200720081775, 29.955595906575525, 0.09428660074869792, 20996910, 302.2179692586263)","(0.00034730284214019776, 31.917299524943076, 0.07786877950032552, 20222358, 302.88993136088055)","(3.355695977310802e-05, 33.31410624186202, 0.07111295064290364, 21550612, 304.5129286448161)","(1.7130473996206773e-05, 33.13314272562667, 0.06750297546386719, 23727070, 303.3385995229085)","(0.006713739401102066, 31.7536610921224, 0.06523386637369792, 19328204, 302.4869384765625)","(0.00032477509002177136, 31.47393124898275, 0.06538009643554688, 18385474, 301.8021462758382)","(0.024274591352743787, 29.846527353922568, 0.06512641906738281, 18316912.05493164, 301.76411056518555)","(1.736514191119092e-05, 26.853437678019247, 0.06632614135742188, 24320788.1875, 297.504576365153)","(3.35569620110391e-05, 27.943460718790732, 0.06319363911946614, 23872535.75, 298.87825711568195)","(3.3791627688092165e-05, 28.81744982401534, 0.061810811360677086, 23556265.5, 300.7273120880127)",1,[0.1844]
